Minute,Timestamp,Best_Objective,Best_Run,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status,Run6_Steps,Run6_Objective,Run6_Status,Run7_Steps,Run7_Objective,Run7_Status
0,2025-10-03 14:28:42,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
0,2025-10-03 14:28:53,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
0,2025-10-03 14:29:05,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
0,2025-10-03 14:29:16,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
0,2025-10-03 14:29:28,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
1,2025-10-03 14:29:40,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
1,2025-10-03 14:29:52,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
1,2025-10-03 14:30:03,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
1,2025-10-03 14:30:16,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
1,2025-10-03 14:30:28,-1.788462,1,1,-1.788462,RUNNING,1,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING,2,-1.788462,RUNNING,1,-1.788462,RUNNING
