Minute,Timestamp,Best_Objective,Best_Run,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status
0,2025-09-30 21:17:59,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
0,2025-09-30 21:18:10,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
0,2025-09-30 21:18:21,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
0,2025-09-30 21:18:31,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
0,2025-09-30 21:18:41,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
1,2025-09-30 21:18:52,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
1,2025-09-30 21:19:02,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
1,2025-09-30 21:19:12,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
1,2025-09-30 21:19:23,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
1,2025-09-30 21:19:33,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
1,2025-09-30 21:19:44,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
2,2025-09-30 21:19:54,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
2,2025-09-30 21:20:04,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
2,2025-09-30 21:20:15,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
2,2025-09-30 21:20:25,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
2,2025-09-30 21:20:35,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
2,2025-09-30 21:20:46,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
3,2025-09-30 21:20:56,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
3,2025-09-30 21:21:06,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
3,2025-09-30 21:21:16,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
3,2025-09-30 21:21:27,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
3,2025-09-30 21:21:37,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
3,2025-09-30 21:21:47,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
4,2025-09-30 21:21:58,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
4,2025-09-30 21:22:08,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
4,2025-09-30 21:22:19,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
4,2025-09-30 21:22:29,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
4,2025-09-30 21:22:39,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
4,2025-09-30 21:22:49,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
5,2025-09-30 21:23:00,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
5,2025-09-30 21:23:10,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
5,2025-09-30 21:23:20,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
5,2025-09-30 21:23:31,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
5,2025-09-30 21:23:41,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
6,2025-09-30 21:23:51,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
6,2025-09-30 21:24:02,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
6,2025-09-30 21:24:11,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
6,2025-09-30 21:24:22,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
6,2025-09-30 21:24:33,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
6,2025-09-30 21:24:42,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
7,2025-09-30 21:24:53,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
7,2025-09-30 21:25:03,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
7,2025-09-30 21:25:12,-1.873125,1,3,-1.873125,RUNNING,3,-1.873125,RUNNING,4,-1.873125,RUNNING,2,-1.873125,RUNNING,3,-1.873125,RUNNING
