2	0.612372	0.000000	0.062500	-0.062500
2	1.000000	0.000000	0.062500	-0.062500
2	1.172604	0.000000	0.062500	-0.062500
2	1.414214	0.000000	0.062500	-0.062500
2	1.541104	0.000000	0.062500	-0.062500
2	1.732051	0.000000	0.062500	-0.062500
2	1.837117	0.000000	0.062500	-0.062500
2	1.837117	0.000000	0.062500	-0.062500
2	2.000000	1.000000	0.062500	0.937500
2	2.091650	0.000000	0.062500	-0.062500
2	2.236068	0.000000	0.062500	-0.062500
2	2.318405	0.000000	0.062500	-0.062500
2	2.449490	0.000000	0.062500	-0.062500
2	2.524876	0.000000	0.062500	-0.062500
2	2.524876	0.000000	0.062500	-0.062500
2	2.645751	0.000000	0.062500	-0.062500
2	2.715695	0.000000	0.062500	-0.062500
2	2.715695	0.000000	0.062500	-0.062500
2	2.828427	1.000000	0.062500	0.937500
2	2.893959	0.000000	0.062500	-0.062500
2	3.000000	0.000000	0.062500	-0.062500
2	3.000000	0.000000	0.062500	-0.062500
3	1.000000	0.000000	0.015625	-0.015625
3	1.000000	0.000000	0.015625	-0.015625
3	1.000000	0.000000	0.015625	-0.015625
Objective_function= -1.873125
