2	0.433013	0.250000	0.250000	0.000000
2	0.707107	0.000000	0.250000	-0.250000
2	0.829156	0.250000	0.250000	0.000000
2	1.000000	1.000000	0.250000	0.750000
2	1.089725	0.250000	0.250000	0.000000
3	0.707107	0.000000	-0.125000	0.125000
3	0.707107	0.500000	-0.125000	0.625000
3	0.707107	0.500000	-0.125000	0.625000
3	0.829156	0.000000	-0.125000	0.125000
3	0.829156	0.000000	-0.125000	0.125000
3	0.829156	0.000000	-0.125000	0.125000
3	1.000000	-0.500000	-0.125000	-0.375000
3	1.000000	-0.500000	-0.125000	-0.375000
Objective_function= -2.974320
