Minute,Timestamp,Best_Objective,Best_Run,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status
0,2025-10-02 02:21:43,-3.879894,5,9,-3.516163,RUNNING,7,-3.525712,RUNNING,9,-3.238209,RUNNING,6,-3.519636,RUNNING,6,-3.879894,RUNNING
0,2025-10-02 02:21:54,-3.903332,5,10,-3.523542,RUNNING,7,-3.525712,RUNNING,14,-3.517031,RUNNING,6,-3.519636,RUNNING,7,-3.903332,RUNNING
0,2025-10-02 02:22:05,-3.904200,1,11,-3.904200,RUNNING,8,-3.902464,RUNNING,14,-3.517031,RUNNING,7,-3.524410,RUNNING,7,-3.903332,RUNNING
0,2025-10-02 02:22:14,-3.904200,1,11,-3.904200,RUNNING,8,-3.902464,RUNNING,14,-3.517031,RUNNING,7,-3.524410,RUNNING,7,-3.903332,RUNNING
0,2025-10-02 02:22:25,-3.904200,1,11,-3.904200,RUNNING,8,-3.902464,RUNNING,15,-3.528750,RUNNING,8,-3.895519,RUNNING,7,-3.903332,RUNNING
1,2025-10-02 02:22:36,-3.904200,1,11,-3.904200,RUNNING,8,-3.902464,RUNNING,15,-3.528750,RUNNING,8,-3.895519,RUNNING,7,-3.903332,RUNNING
1,2025-10-02 02:22:46,-3.904200,1,11,-3.904200,RUNNING,8,-3.902464,RUNNING,15,-3.528750,RUNNING,8,-3.895519,RUNNING,7,-3.903332,RUNNING
1,2025-10-02 02:22:57,-3.918523,5,11,-3.904200,RUNNING,8,-3.902464,RUNNING,15,-3.528750,RUNNING,8,-3.895519,RUNNING,8,-3.918523,RUNNING
1,2025-10-02 02:23:08,-3.919391,3,11,-3.904200,RUNNING,8,-3.902464,RUNNING,16,-3.919391,RUNNING,8,-3.895519,RUNNING,8,-3.918523,RUNNING
1,2025-10-02 02:23:17,-3.919391,3,11,-3.904200,RUNNING,9,-3.911144,RUNNING,16,-3.919391,RUNNING,8,-3.895519,RUNNING,8,-3.918523,RUNNING
1,2025-10-02 02:23:28,-3.920259,4,11,-3.904200,RUNNING,9,-3.911144,RUNNING,16,-3.919391,RUNNING,9,-3.920259,RUNNING,8,-3.918523,RUNNING
2,2025-10-02 02:23:39,-3.920259,4,11,-3.904200,RUNNING,9,-3.911144,RUNNING,16,-3.919391,RUNNING,9,-3.920259,RUNNING,8,-3.918523,RUNNING
2,2025-10-02 02:23:49,-3.922863,2,12,-3.904634,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,9,-3.920259,RUNNING,8,-3.918523,RUNNING
2,2025-10-02 02:24:00,-3.927203,4,12,-3.904634,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
2,2025-10-02 02:24:10,-3.927203,4,12,-3.904634,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
2,2025-10-02 02:24:20,-3.927203,4,12,-3.904634,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
2,2025-10-02 02:24:31,-3.927203,4,12,-3.904634,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
3,2025-10-02 02:24:42,-3.927203,4,12,-3.904634,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
3,2025-10-02 02:24:51,-3.927203,4,12,-3.904634,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
3,2025-10-02 02:25:02,-3.927203,4,12,-3.904634,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
3,2025-10-02 02:25:13,-3.927203,4,12,-3.904634,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
3,2025-10-02 02:25:23,-3.927203,4,13,-3.918957,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
3,2025-10-02 02:25:34,-3.927203,4,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
4,2025-10-02 02:25:45,-3.927203,4,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
4,2025-10-02 02:25:54,-3.927203,4,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
4,2025-10-02 02:26:05,-3.927203,4,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
4,2025-10-02 02:26:16,-3.927203,4,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
4,2025-10-02 02:26:25,-3.927203,4,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
5,2025-10-02 02:26:36,-3.927203,4,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
5,2025-10-02 02:26:47,-3.927203,4,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
5,2025-10-02 02:26:56,-3.927203,4,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,8,-3.918523,RUNNING
5,2025-10-02 02:27:07,-3.928505,5,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
5,2025-10-02 02:27:19,-3.928505,5,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
5,2025-10-02 02:27:29,-3.928505,5,14,-3.922863,RUNNING,10,-3.922863,RUNNING,16,-3.919391,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
6,2025-10-02 02:27:40,-3.928505,5,14,-3.922863,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
6,2025-10-02 02:27:50,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
6,2025-10-02 02:28:00,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
6,2025-10-02 02:28:11,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
6,2025-10-02 02:28:22,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
6,2025-10-02 02:28:31,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
7,2025-10-02 02:28:42,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
7,2025-10-02 02:28:53,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
7,2025-10-02 02:29:02,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
7,2025-10-02 02:29:13,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
7,2025-10-02 02:29:24,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
7,2025-10-02 02:29:33,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
8,2025-10-02 02:29:44,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
8,2025-10-02 02:29:55,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
8,2025-10-02 02:30:05,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
8,2025-10-02 02:30:16,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
8,2025-10-02 02:30:27,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
9,2025-10-02 02:30:36,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
9,2025-10-02 02:30:46,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
9,2025-10-02 02:30:57,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
9,2025-10-02 02:31:07,-3.928505,5,15,-3.925033,RUNNING,10,-3.922863,RUNNING,17,-3.924165,RUNNING,10,-3.927203,RUNNING,9,-3.928505,RUNNING
