Minute,Timestamp,Best_Objective,Best_Run,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status
0,2025-10-02 02:21:54,-3.911578,1,9,-3.911578,RUNNING,11,-3.512257,RUNNING,8,-3.504445,RUNNING,8,-3.532222,RUNNING,7,-3.513993,RUNNING
0,2025-10-02 02:22:05,-4.119223,3,9,-3.911578,RUNNING,12,-3.513993,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,7,-3.513993,RUNNING
0,2025-10-02 02:22:15,-4.119223,3,9,-3.911578,RUNNING,15,-4.117487,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
0,2025-10-02 02:22:25,-4.119223,3,10,-3.913748,RUNNING,15,-4.117487,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
0,2025-10-02 02:22:37,-4.119223,3,10,-3.913748,RUNNING,15,-4.117487,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
1,2025-10-02 02:22:46,-4.119223,3,10,-3.913748,RUNNING,15,-4.117487,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
1,2025-10-02 02:22:57,-4.174125,2,10,-3.913748,RUNNING,16,-4.174125,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
1,2025-10-02 02:23:08,-4.174125,2,10,-3.913748,RUNNING,16,-4.174125,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
1,2025-10-02 02:23:17,-4.174125,2,10,-3.913748,RUNNING,16,-4.174125,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
1,2025-10-02 02:23:28,-4.174125,2,10,-3.913748,RUNNING,16,-4.174125,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
1,2025-10-02 02:23:39,-4.174125,2,10,-3.913748,RUNNING,16,-4.174125,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
2,2025-10-02 02:23:49,-4.174125,2,10,-3.913748,RUNNING,16,-4.174125,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
2,2025-10-02 02:24:00,-4.174125,2,10,-3.913748,RUNNING,16,-4.174125,RUNNING,10,-4.119223,RUNNING,8,-3.532222,RUNNING,8,-3.921561,RUNNING
2,2025-10-02 02:24:11,-4.174125,2,10,-3.913748,RUNNING,16,-4.174125,RUNNING,10,-4.119223,RUNNING,9,-3.895953,RUNNING,8,-3.921561,RUNNING
