Minute,Timestamp,Best_Objective,Best_Run,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status
0,2025-10-02 02:21:53,-1.983974,2,3,-1.976663,RUNNING,7,-1.983974,RUNNING,7,-1.981270,RUNNING,8,-1.981170,RUNNING,6,-1.977664,RUNNING
0,2025-10-02 02:22:04,-1.983974,2,5,-1.977965,RUNNING,7,-1.983974,RUNNING,7,-1.981270,RUNNING,8,-1.981170,RUNNING,8,-1.979167,RUNNING
0,2025-10-02 02:22:13,-1.986879,5,6,-1.979367,RUNNING,7,-1.983974,RUNNING,7,-1.981270,RUNNING,8,-1.981170,RUNNING,10,-1.986879,RUNNING
0,2025-10-02 02:22:24,-1.986879,5,6,-1.979367,RUNNING,7,-1.983974,RUNNING,8,-1.982772,RUNNING,8,-1.981170,RUNNING,10,-1.986879,RUNNING
0,2025-10-02 02:22:35,-1.986879,5,8,-1.981571,RUNNING,7,-1.983974,RUNNING,8,-1.982772,RUNNING,8,-1.981170,RUNNING,10,-1.986879,RUNNING
1,2025-10-02 02:22:44,-1.986879,5,8,-1.981571,RUNNING,7,-1.983974,RUNNING,9,-1.983874,RUNNING,8,-1.981170,RUNNING,10,-1.986879,RUNNING
1,2025-10-02 02:22:55,-1.986879,5,8,-1.981571,RUNNING,7,-1.983974,RUNNING,9,-1.983874,RUNNING,8,-1.981170,RUNNING,10,-1.986879,RUNNING
1,2025-10-02 02:23:06,-1.986879,5,8,-1.981571,RUNNING,7,-1.983974,RUNNING,9,-1.983874,RUNNING,10,-1.985577,RUNNING,10,-1.986879,RUNNING
1,2025-10-02 02:23:15,-1.986879,5,8,-1.981571,RUNNING,7,-1.983974,RUNNING,9,-1.983874,RUNNING,10,-1.985577,RUNNING,10,-1.986879,RUNNING
1,2025-10-02 02:23:26,-1.986879,5,8,-1.981571,RUNNING,7,-1.983974,RUNNING,10,-1.985777,RUNNING,10,-1.985577,RUNNING,10,-1.986879,RUNNING
1,2025-10-02 02:23:37,-1.988682,4,8,-1.981571,RUNNING,7,-1.983974,RUNNING,10,-1.985777,RUNNING,11,-1.988682,RUNNING,10,-1.986879,RUNNING
2,2025-10-02 02:23:47,-1.988682,4,8,-1.981571,RUNNING,7,-1.983974,RUNNING,11,-1.986779,RUNNING,11,-1.988682,RUNNING,10,-1.986879,RUNNING
2,2025-10-02 02:23:57,-1.988682,4,8,-1.981571,RUNNING,7,-1.983974,RUNNING,11,-1.986779,RUNNING,11,-1.988682,RUNNING,10,-1.986879,RUNNING
2,2025-10-02 02:24:08,-1.988682,4,8,-1.981571,RUNNING,7,-1.983974,RUNNING,11,-1.986779,RUNNING,11,-1.988682,RUNNING,10,-1.986879,RUNNING
