2	0.433013	0.000000	0.015625	-0.015625
2	0.707107	-0.020833	0.015625	-0.036458
2	0.829156	0.000000	0.015625	-0.015625
2	1.000000	0.000000	0.015625	-0.015625
2	1.089725	0.000000	0.015625	-0.015625
3	0.707107	-0.020833	0.001953	-0.022786
3	0.707107	0.000000	0.001953	-0.001953
3	0.707107	0.000000	0.001953	-0.001953
3	0.829156	-0.015625	0.001953	-0.017578
3	0.829156	0.000000	0.001953	-0.001953
3	0.829156	0.000000	0.001953	-0.001953
3	1.000000	-0.020833	0.001953	-0.022786
3	1.000000	0.000000	0.001953	-0.001953
Objective_function= -1.986779
